id,title,inventor,grant_date,result_link
FR-3042364-B1,COMMUNICATION SYSTEM AND METHOD FOR DISTRIBUTING DATA TRANSMISSION ON MULTIPLE DEVICES ,Selim Ellouze,7/13/18,https://patents.google.com/patent/FR3042364B1/en
CN-108769068-B,"Call control method, device, terminal and computer storage medium for soft switch ",张余,2/2/21,https://patents.google.com/patent/CN108769068B/en
US-10554820-B2,Route an emergency call over VoIP client to cellular device ,"Amer A. Hassan, Mahendra D. Sekaran, Michael J. Davis",2/4/20,https://patents.google.com/patent/US10554820B2/en
WO-2016051015-A1,System and method for configuring communication sessions ,"Tuomas Vainio, Mikael Taina, Joona PÄÄKKÖNEN, Veli-Matti RISSANEN, Kimmo Kiiski, Ari NIINIMÄKI, Anssi HALTTUNEN",,https://patents.google.com/patent/WO2016051015A1/en
US-10728438-B1,Distributed video and network camera management ,"Justin W. Smith, Darren Lavey",7/28/20,https://patents.google.com/patent/US10728438B1/en
US-10567593-B1,Integrated VoIP and RoIP communication network ,Scott Morrison,2/18/20,https://patents.google.com/patent/US10567593B1/en
WO-2013077601-A1,Method and apparatus for controlling voice communication ,김민겸,,https://patents.google.com/patent/WO2013077601A1/en
DE-102007037489-A1,"Method for assembling or executing audio or video conference between two receiving stations, involves maintaining administrative channel between stations over communication center ","Jochen Dipl.-Inf. Kuhn (FH), Michael Dipl.-Inf. Linnerer (FH)",,https://patents.google.com/patent/DE102007037489A1/en
EP-3416350-B1,Method of making voip call on a mobile communication device ,Vladislav Sobolev,3/18/20,https://patents.google.com/patent/EP3416350B1/en
US-7035282-B1,"Wideband telephones, adapters, gateways, software and methods for wideband telephony over IP network ","Ramanathan Jagadeesan, Bich Nguyen",4/25/06,https://patents.google.com/patent/US7035282B1/en
CN-108737763-B,"Video connection method and device, computer equipment and storage medium ",江倩,1/26/21,https://patents.google.com/patent/CN108737763B/en
US-10972521-B2,Method and apparatus for coviewing video ,"Garry M Paxinos, Anastasios Kyriakides, Kenneth Alvin Hosfeld, II Anastasios Nicholas Kyriakides",4/6/21,https://patents.google.com/patent/US10972521B2/en
US-11283842-B2,Method for controlling a communication comprising multiple transactions ,"José Doree, Jean-Claude Le Rouzic",3/22/22,https://patents.google.com/patent/US11283842B2/en
US-11394753-B2,Dynamic rate adaptation during real-time LTE communication ,"Yasmin Karimli, Dinesh Arcot Kumar",7/19/22,https://patents.google.com/patent/US11394753B2/en
US-11218521-B2,"Video conference implementation method, server and computer readable storage medium ",Hui Long,1/4/22,https://patents.google.com/patent/US11218521B2/en
EP-1379048-B1,System for and method of providing mobile live video multimedia services ,Giancarlo Rosina,3/1/06,https://patents.google.com/patent/EP1379048B1/en
FR-3045254-A1,METHOD FOR CONTROLLING RECOMMENDATION MESSAGES IN A COMMUNICATION NETWORK ,"Ewa Janczukowicz, Xavier Marjou, Gael Fromentoux",,https://patents.google.com/patent/FR3045254A1/en
US-10708315-B1,Conference call direct access ,"Gautham Pallapa, Santhosh Shetty, Karen Sue White, Mohammed Qurashi",7/7/20,https://patents.google.com/patent/US10708315B1/en
EP-3631639-B1,Communications for field programmable gate array device ,"Peng Cheng, Ran SHU, Guo Chen, Yongqiang Xiong, Jiansong Zhang, Ningyi Xu, Thomas Moscibroda",10/20/21,https://patents.google.com/patent/EP3631639B1/en
US-10819805-B2,Systems and methods for providing ENUM service activations ,"Mehrad Yasrebi, James Jackson",10/27/20,https://patents.google.com/patent/US10819805B2/en
US-11121993-B2,Driving contextually-aware user collaboration based on user insights ,"Venkat Pradeep Chilakamarri, John Hoegger, Rui Hu, Jill Kathleen LARSON, Manya GARG",9/14/21,https://patents.google.com/patent/US11121993B2/en
CN-110392444-B,Call service processing method and terminal ,"邓也, 古莉姗, 王喆, 朱华章, 储刘庆, 宫晓强, 武科, 吕明岷, 许伟东, 汪陈",11/16/21,https://patents.google.com/patent/CN110392444B/en
WO-2016103219-A3,Method and system for automating conferencing in a communication session ,"Tzahi Efrati, Jonathan Alexander, Sagi Dudai, Eugene Peter Cannon, Brian Grady Leno",,https://patents.google.com/patent/WO2016103219A3/en
WO-0074337-A3,System and method for a rules database server in a hybrid communication system ,Michel K Bowman-Amuah,,https://patents.google.com/patent/WO2000074337A3/en
US-11315158-B1,Online sales assistance systems and related methods ,"Max Lidster, John Bolthouse, Billie Fox",4/26/22,https://patents.google.com/patent/US11315158B1/en
CN-110324379-B,Communication connection establishing method and device ,"杨春晖, 王艳辉, 潘廷勇, 朱道彦",12/17/21,https://patents.google.com/patent/CN110324379B/en
US-10116803-B1,System and method of rerouting a toll free telephony call in the event of the failure to connect to the target telephony station ,Eric Arno Vigen,10/30/18,https://patents.google.com/patent/US10116803B1/en
US-10686845-B2,Internet connection load balancing with direct access to balanced devices ,"Eric Nylander, George David",6/16/20,https://patents.google.com/patent/US10686845B2/en
CN-108494420-B,A kind of playback method and system ,"蒋军, 李常礼",10/18/19,https://patents.google.com/patent/CN108494420B/en
US-10986034-B2,Systems and methods for common policy platform ,Jennifer Andreoli-Fang,4/20/21,https://patents.google.com/patent/US10986034B2/en
CN-106612262-A,"Method, device and system for establishing PCC (Policy Control and Charging) session ","谢沛荣, 林清阳, 陈洁, 王庆扬, 曹磊, 王波",,https://patents.google.com/patent/CN106612262A/en
FR-2797128-B1,METHOD FOR ESTABLISHING A COMMUNICATION THROUGH AN INTERNET-TYPE NETWORK AND ITS ASSOCIATED DEVICE ,,12/14/01,https://patents.google.com/patent/FR2797128B1/en
US-10992804-B2,Handling of a packet switched emergency call within a telecommunications network and/or enhanced handling of local emergency service information by a user equipment ,Reinhard Lauster,4/27/21,https://patents.google.com/patent/US10992804B2/en
US-10511714-B2,Provision of content data to callee ,Juho Seppänen,12/17/19,https://patents.google.com/patent/US10511714B2/en
DE-102006028087-A1,Voice data connection forwarding method involves transmitting voice data connection from internet protocol transit communication system in internet protocol based service communication system of another mobile function system ,Alexander Milinski,,https://patents.google.com/patent/DE102006028087A1/en
CA-3053514-C,Call hang time indicator for an electronic communications device ,"Soo Chait Ewe, Margaret Lee Hing Choo, Dennis Lim, Seng Guan Ch'ng",7/28/20,https://patents.google.com/patent/CA3053514C/en
US-11018926-B2,Redundant layer 2 domain interconnection ,"Shruti Agarwal, Su Xia, Parixit Gokhale",5/25/21,https://patents.google.com/patent/US11018926B2/en
KR-20020088977-A,One click voice communication system using URL and method thereof ,"고희재, 박영환, 조현원, 이문원",,https://patents.google.com/patent/KR20020088977A/en
DE-10040065-A1,Connection establishment to devices not on-line to Internet involves using call over telephone connection terminated after fixed time as signal for desired data connection set-up ,"Philipp Crocoll, Thomas Hauth, Christian Gaertner",,https://patents.google.com/patent/DE10040065A1/en
US-11379252-B1,System and method for providing layouts for a remote desktop session ,"Marco Borg, Nikolay Dobrovolskiy, Serguei M. Beloussov",7/5/22,https://patents.google.com/patent/US11379252B1/en
US-10965391-B1,Content streaming with bi-directional communication ,"Alexander Luke, Tyler Hobbs",3/30/21,https://patents.google.com/patent/US10965391B1/en
US-10708439-B2,"Information processing apparatus, information processing method, and storage medium ","Kazuhiro Uruma, Kaori Nakagawa",7/7/20,https://patents.google.com/patent/US10708439B2/en
US-11025678-B2,AXI interconnect module communication network platform ,"Sneha Kishor Wagh, Siddharth Shirish Suttraway",6/1/21,https://patents.google.com/patent/US11025678B2/en
CN-110072072-B,Method and device for reporting and displaying data ,"蔡耀, 乔建成, 蔡志强, 李云鹏",9/21/21,https://patents.google.com/patent/CN110072072B/en
US-10880343-B2,Conferencing system exploiting terminal diversity ,"Yann Grostete, Ronan THEPAUT, Jerome Elleouet",12/29/20,https://patents.google.com/patent/US10880343B2/en
US-10656775-B2,Real-time processing of data and dynamic delivery via an interactive interface ,Wendy Marie Wekke,5/19/20,https://patents.google.com/patent/US10656775B2/en
WO-0052916-A1,Method and system for internet telephony using gateway ,"Michael E. Hayden, Weixin Xia",,https://patents.google.com/patent/WO2000052916A1/en
US-10491654-B2,Communicating with a remote service through a hypertext transfer protocol (HTTP) session ,David Halasz,11/26/19,https://patents.google.com/patent/US10491654B2/en
US-10791155-B2,Infrastructure apparatus and method of providing collaboration between thing devices ,"Seong Soon Joo, Jong Arm Jun, Cheol Sig Pyo",9/29/20,https://patents.google.com/patent/US10791155B2/en
KR-100708087-B1,Communication system based on IP between termianls and method thereof ,신상현,4/16/07,https://patents.google.com/patent/KR100708087B1/en
US-10686844-B2,Trusted group identification code ,"Trent Balta, Marc H. Coq, Colette Manoni, Corey McQuay, Eugene Nitka, Collin Walling",6/16/20,https://patents.google.com/patent/US10686844B2/en
US-10614267-B2,Method and system for two-way communication using data-field based templates ,Eric John Stadter,4/7/20,https://patents.google.com/patent/US10614267B2/en
US-2020336515-A1,Establishing And Managing Connections For Real Time Communications ,"Rameshkumar Ayyasamy Jayapal, Manoj Chaudhari, Naresh Mudupu, Chris Wendt, Saravanan Muthusamy, Balachandar Gurusamy, Neppoliyan Thangavelu",,https://patents.google.com/patent/US20200336515A1/en
EP-1307012-A2,Telecommunication system and method of control of circuit and packet switching ,"Mathias Bien, Ernst Mangold, Thomas Eichhorn, Björn Sölch, Oliver Lenz, Joachim Wagner, Bernhard Eli",,https://patents.google.com/patent/EP1307012A2/en
US-10887286-B1,"Devices, systems, and methods for tenant-to-tenant communications ","Luis Alfonso Colon, Melanie JaJae Colon",1/5/21,https://patents.google.com/patent/US10887286B1/en
KR-20030003409-A,Remote Private Branch Exchange System for IP Phone and Method for Group Call Service using it ,"진영민, 배한수, 고기원, 윤혜정, 하정수, 이희정, 문진호",,https://patents.google.com/patent/KR20030003409A/en
KR-19980074453-A,Communication system and method for multi robot control ,최정연,,https://patents.google.com/patent/KR19980074453A/en
EP-3361746-B1,Media stream management system ,Pierre BODILIS,3/4/20,https://patents.google.com/patent/EP3361746B1/en
NL-2020379-B1,"A communication system and meeting tool for communicating media content from a user, a storage container and a connection unit. ",De Vries Ricardo,3/21/19,https://patents.google.com/patent/NL2020379B1/en
US-10628598-B2,Dynamic network connections for data access control and information security ,"Manu J. Kurian, Thomas A. Sodano, William McCann, Paul G. Roscoe",4/21/20,https://patents.google.com/patent/US10628598B2/en
KR-20010095631-A,Commercial internet phone directory system and method for calling up the phone using the same ,국기호,,https://patents.google.com/patent/KR20010095631A/en
KR-20010103255-A,Method of processing calls in web pages using URL and custom virtual call system therefor ,정데이비드,,https://patents.google.com/patent/KR20010103255A/en
KR-19990062306-A,Call connection device using IP address dress fixed to set-top box in multimedia satellite communication system ,"신현수, 전경재",,https://patents.google.com/patent/KR19990062306A/en
KR-20030054009-A,VoIP Gateway System for Supporting CCS No.7 Signaling and Method for providing voice service in same system ,"유현경, 성정식, 이은주, 김도영",,https://patents.google.com/patent/KR20030054009A/en
CN-106921635-A,"A kind of communication means, equipment and system ","叶飞, 邓松, 温照柏, 杜祝, 姚敏, 刘斌, 吴明, 杨娟, 王玲",,https://patents.google.com/patent/CN106921635A/en
US-10708314-B2,Hybrid distributed communication ,Paul Miller,7/7/20,https://patents.google.com/patent/US10708314B2/en
US-10715470-B1,Communication account contact ingestion and aggregation ,"Jerome Alexander Rolia, Brian Alexander Oliver, Vikram Kumar Gundeti, Balraja Subbiah, Tony Roy Hardie",7/14/20,https://patents.google.com/patent/US10715470B1/en
US-11323571-B1,Message management system ,"Kenneth D. Johnston, Jr.",5/3/22,https://patents.google.com/patent/US11323571B1/en
US-10447680-B2,"Communication control apparatus, communication control method, and recording medium ",Toru Suneya,10/15/19,https://patents.google.com/patent/US10447680B2/en
US-10798164-B2,Techniques for intelligent device collaboration ,"Ryan Terrill Holmes, Ulf Schwekendiek",10/6/20,https://patents.google.com/patent/US10798164B2/en
US-11057474-B2,"Communication terminal, communication system, and communication method ","Tatsuya Nagase, Takashi Hasegawa",7/6/21,https://patents.google.com/patent/US11057474B2/en
